Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Accident Year,Age Group of Casualty,Time Period
2,2012-11-23,1935,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Pedal cycle,2012,Adult,Night
2,2012-11-23,1910,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Pedal cycle,2012,Adult,Night
2,2012-11-23,945,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc,2012,Adult,Daytime
1,2012-11-24,210,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Motorcycle over 125cc and up to 500cc,2012,Adult,Midnight
2,2012-11-24,830,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,47,Car,2012,Adult,Daytime
2,2012-11-24,1528,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
2,2012-11-24,1745,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,24,Car,2012,Adult,Noon
2,2012-11-24,1745,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,25,Car,2012,Adult,Noon
2,2012-11-24,950,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car,2012,Adult,Daytime
2,2012-11-24,950,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Car,2012,Adult,Daytime
1,2012-11-25,455,5,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,33,Car,2012,Adult,Midnight
2,2012-11-25,540,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,2012,Adult,Midnight
2,2012-11-25,1300,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Pedal cycle,2012,Adult,Noon
2,2012-11-26,1555,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,27,Goods vehicle 3.5 tonnes mgw and under,2012,Adult,Noon
2,2012-11-26,1555,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,51,Car,2012,Adult,Noon
2,2012-11-26,1510,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,22,Car,2012,Adult,Noon
2,2012-11-26,1630,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,42,Car,2012,Adult,Noon
2,2012-11-26,1640,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,20,Car,2012,Adult,Noon
2,2012-11-26,1640,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,67,Car,2012,Elderly,Noon
2,2012-11-26,2120,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,50,Car,2012,Adult,Night
2,2012-11-26,2120,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,45,Car,2012,Adult,Night
2,2012-11-27,550,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,62,Car,2012,Adult,Midnight
1,2012-11-27,845,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,2,Bus or coach (17 or more passenger seats),2012,Toddler,Daytime
1,2012-11-27,901,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,79,Car,2012,Elderly,Daytime
1,2012-11-27,1035,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car,2012,Elderly,Daytime
3,2012-11-27,1340,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car,2012,Adult,Noon
3,2012-11-27,1340,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,56,Car,2012,Adult,Noon
3,2012-11-27,1340,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,50,Car,2012,Adult,Noon
1,2012-11-27,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,16,Car,2012,Child,Noon
3,2012-11-27,2200,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car,2012,Adult,Night
3,2012-11-27,2200,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,35,Car,2012,Adult,Night
3,2012-11-27,2200,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,49,Car,2012,Adult,Night
1,2012-11-28,1721,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,21,Car,2012,Adult,Noon
3,2012-11-28,1635,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car,2012,Adult,Noon
3,2012-11-28,1635,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Car,2012,Adult,Noon
2,2012-11-28,2215,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,26,Car,2012,Adult,Night
2,2012-11-28,2215,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Car,2012,Adult,Night
2,2012-11-28,2215,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car,2012,Adult,Night
1,2012-11-29,1135,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,53,Car,2012,Adult,Daytime
2,2012-11-29,1340,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,24,Car,2012,Adult,Noon
2,2012-11-29,1650,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car,2012,Adult,Noon
1,2012-11-29,1337,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,82,Bus or coach (17 or more passenger seats),2012,Elderly,Noon
1,2012-11-29,2045,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,33,Car,2012,Adult,Night
1,2012-11-29,930,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,24,Motorcycle over 125cc and up to 500cc,2012,Adult,Daytime
2,2012-11-29,130,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,42,Pedal cycle,2012,Adult,Midnight
1,2012-11-30,655,Frost / Ice,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,23,Car,2012,Adult,Daytime
2,2012-11-30,840,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Car,2012,Adult,Daytime
2,2012-11-30,1448,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,17,Car,2012,Child,Noon
1,2012-11-30,1550,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,10,Car,2012,Child,Noon
2,2012-11-30,1610,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,20,Pedal cycle,2012,Adult,Noon
2,2012-11-30,2233,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,47,Car,2012,Adult,Night
2,2012-11-30,2233,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,57,Car,2012,Adult,Night
2,2012-11-30,1520,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Motorcycle over 125cc and up to 500cc,2012,Adult,Noon
2,2012-11-30,1935,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,28,Taxi/Private hire car,2012,Adult,Night
2,2012-11-30,900,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,21,Car,2012,Adult,Daytime
2,2012-11-30,900,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Car,2012,Child,Daytime
2,2012-11-30,900,Frost / Ice,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,2,Car,2012,Toddler,Daytime
1,2012-12-01,5,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,20,Taxi/Private hire car,2012,Adult,Midnight
1,2012-12-01,5,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,60,Car,2012,Adult,Midnight
2,2012-12-01,1600,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car,2012,Adult,Noon
2,2012-12-01,1600,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,7,Car,2012,Child,Noon
2,2012-12-01,1825,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car,2012,Adult,Night
2,2012-12-01,1520,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,17,Taxi/Private hire car,2012,Child,Noon
2,2012-12-01,1520,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,41,Taxi/Private hire car,2012,Adult,Noon
2,2012-12-01,2325,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,53,Car,2012,Adult,Night
2,2012-12-01,2325,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,31,Car,2012,Adult,Night
2,2012-12-01,2325,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,32,Car,2012,Adult,Night
2,2012-12-01,2325,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Car,2012,Adult,Night
1,2012-12-01,915,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,50,Car,2012,Adult,Daytime
2,2012-12-01,1800,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,30,Taxi/Private hire car,2012,Adult,Noon
2,2012-12-01,945,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,37,Car,2012,Adult,Daytime
2,2012-12-01,1600,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,65,Car,2012,Adult,Noon
2,2012-12-01,1600,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,30,Car,2012,Adult,Noon
1,2012-12-02,1726,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,39,Car,2012,Adult,Noon
1,2012-12-02,1930,Frost / Ice,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,52,Car,2012,Adult,Night
1,2012-12-03,535,Frost / Ice,Darkness: no street lighting,Raining without high winds,Driver,Slight,Male,47,Car,2012,Adult,Midnight
2,2012-12-03,620,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,40,Goods vehicle 3.5 tonnes mgw and under,2012,Adult,Daytime
2,2012-12-03,900,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,35,Car,2012,Adult,Daytime
2,2012-12-03,655,Frost / Ice,5,Fine without high winds,Driver,Slight,Male,44,Car,2012,Adult,Daytime
2,2012-12-03,655,Frost / Ice,5,Fine without high winds,Driver,Slight,Male,34,Car,2012,Adult,Daytime
2,2012-12-03,655,Frost / Ice,5,Fine without high winds,Passenger,Slight,Male,36,Car,2012,Adult,Daytime
2,2012-12-03,2318,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car,2012,Adult,Night
2,2012-12-03,800,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,2012,Adult,Daytime
2,2012-12-03,800,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Car,2012,Adult,Daytime
2,2012-12-03,800,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,27,Car,2012,Adult,Daytime
2,2012-12-03,1320,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car,2012,Adult,Noon
2,2012-12-03,1320,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Goods vehicle 7.5 tonnes mgw and over,2012,Adult,Noon
2,2012-12-03,830,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car,2012,Adult,Daytime
2,2012-12-04,728,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,36,Pedal cycle,2012,Adult,Daytime
1,2012-12-04,820,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,23,Car,2012,Adult,Daytime
2,2012-12-04,1425,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
2,2012-12-04,1915,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Car,2012,Adult,Night
2,2012-12-05,845,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Pedal cycle,2012,Adult,Daytime
4,2012-12-05,830,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,43,Car,2012,Adult,Daytime
2,2012-12-05,910,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car,2012,Adult,Daytime
3,2012-12-05,1148,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,93,Car,2012,Elderly,Daytime
2,2012-12-05,1505,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Bus or coach (17 or more passenger seats),2012,Adult,Noon
2,2012-12-05,1505,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats),2012,Adult,Noon
2,2012-12-05,1614,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,62,Car,2012,Adult,Noon
2,2012-12-05,1830,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,35,Motorcycle over 50cc and up to 125cc,2012,Adult,Night
2,2012-12-05,1830,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,59,Car,2012,Adult,Night
2,2012-12-05,1920,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,30,Pedal cycle,2012,Adult,Night
1,2012-12-05,850,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Bus or coach (17 or more passenger seats),2012,Child,Daytime
2,2012-12-05,2320,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,27,Car,2012,Adult,Night
2,2012-12-06,1620,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Car,2012,Adult,Noon
1,2012-12-06,845,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Car,2012,Adult,Daytime
2,2012-12-06,1040,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car,2012,Adult,Daytime
2,2012-12-07,620,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,26,Car,2012,Adult,Daytime
2,2012-12-07,756,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle,2012,Adult,Daytime
2,2012-12-07,835,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,85,Car,2012,Elderly,Daytime
2,2012-12-07,730,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,23,Car,2012,Adult,Daytime
2,2012-12-07,950,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car,2012,Adult,Daytime
2,2012-12-07,950,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,2012,Adult,Daytime
2,2012-12-07,950,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,31,Car,2012,Adult,Daytime
2,2012-12-07,1130,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,72,Car,2012,Elderly,Daytime
2,2012-12-07,1849,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,45,Pedal cycle,2012,Adult,Night
1,2012-12-07,1555,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,19,Car,2012,Adult,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car,2012,Adult,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,13,Car,2012,Child,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Car,2012,Adult,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,34,Car,2012,Adult,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,14,Car,2012,Child,Noon
2,2012-12-07,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,48,Car,2012,Adult,Noon
1,2012-12-07,2315,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,22,Car,2012,Adult,Night
1,2012-12-07,2310,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Minibus (8 – 16 passenger seats),2012,Adult,Night
3,2012-12-07,1009,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,2012,Adult,Daytime
3,2012-12-07,1009,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,35,Car,2012,Adult,Daytime
2,2012-12-07,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,2012,Adult,Noon
2,2012-12-07,1818,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,27,Car,2012,Adult,Night
